"nr","cod LMI","val","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","adresa","latitudine","longitudine","cota","cod postal","stare generală","program","tipul monumentului","datare","tipul patrimoniului","observatii"
1210,"CJ-II-m-B-07695","B",127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",278,46.463805,23.953783,290,407362,"Stare medie","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1211,"CJ-II-m-B-07696","B",127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Biserica reformată",401,46.472284,23.950915,284,407362,"Stare bună","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1212,"CJ-II-m-B-07697","B",127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Castelul Kémény",402,46.473603,23.951789,282,407362,"Pre-colaps","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII","Patrimoniu reprezentativ",
1213,"CJ-II-m-B-07698","B",127,"CLUJ",58311,"comună","LUNA",58348,"LUNCANI","Conacul Kémény",428,46.479523,23.944004,281,407362,"Colaps","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac",1815,"Patrimoniu reprezentativ","utilizat pentru parcare camioane"
1224,"CJ-II-m-A-07706","A",127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58400,"MĂNĂSTIRENI","Biserica reformată",307,46.779823,23.088352,730,407370,"-","Clădire de cult","Biserică","sec. XIII, ref. sec. XVIII","Patrimoniu religios",
1223,"CJ-II-m-B-07705","B",127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58400,"MĂNĂSTIRENI","Conacul Kornis",30,46.78153,23.083696,725,407370,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XIX","Patrimoniu domestic rural",
1018,"CJ-II-m-B-07528","B",127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58428,"BEDECIU","Biserica ""înălțarea Domnului""",153,46.795777,23.128022,652,407372,"-","Clădire de cult","Biserică","sec. XV","Patrimoniu religios",
1021,"CJ-II-m-B-07531","B",127,"CLUJ",58393,"comună","MĂNĂSTIRENI",58437,"BICA","Biserica de lemn ""înălțarea Domnului""",40,46.792919,23.081922,717,407373,"-","Clădire de cult","Biserică",1765,"Patrimoniu religios",
1225,"CJ-II-m-B-07707","B",127,"CLUJ",58464,"comună","MĂRGĂU",58473,"MĂRGĂU","Biserica ""Sf. Arhangheli Mihail și Gavriil""",403,46.754829,22.95789,766,407380,"-","Clădire de cult","Biserică",1797,"Patrimoniu religios",
1072,"CJ-II-m-B-07569","B",127,"CLUJ",58464,"comună","MĂRGĂU",58507,"CIULENI","Biserica ""Adormirea Maicii Domnului""",,46.771054,22.979581,671,407383,"-","Clădire de cult","Biserică","1747 - 1859","Patrimoniu religios",
1232,"CJ-II-m-B-07714","B",127,"CLUJ",58552,"comună","MINTIU GHERLII",58561,"MINTIU GHERLII","Biserica reformată",184,47.05491,23.945279,262,407410,"Stare medie","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1242,"CJ-II-m-B-07723","B",127,"CLUJ",58552,"comună","MINTIU GHERLII",58589,"NIMA","Biserica reformată",172,47.076995,23.863695,312,407412,"Stare medie","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1243,"CJ-II-m-B-07724","B",127,"CLUJ",58552,"comună","MINTIU GHERLII",58589,"NIMA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",206,47.073294,23.865943,320,407412,"Stare medie","Clădire de cult","Biserică",1774,"Patrimoniu religios",
1037,"CJ-II-m-B-07538","B",127,"CLUJ",58623,"comună","MOCIU",58641,"BOTENI","Biserica reformată",118,46.765031,24.027554,366,407421,"-","Clădire de cult","Biserică","sec. XIII - XVII","Patrimoniu religios",
1059,"CJ-II-a-B-07560","B",127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Ansamblul bisericii reformate",127,46.818451,24.007069,341,407422,"-","Clădire de cult","Biserică","sec. XV-XVIII","Patrimoniu religios",
1058,"CJ-II-m-B-07559","B",127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",106,46.820568,24.008754,361,407422,"-","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1060,"CJ-II-m-B-07560.01","B",127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Biserica reformată",127,46.818451,24.007069,341,407422,"-","Clădire de cult","Biserică","sec. XV","Patrimoniu religios",
1061,"CJ-II-m-B-07560.02","B",127,"CLUJ",58623,"comună","MOCIU",58650,"CHESăU","Clopotnița bisericii reformate",127,46.818451,24.007069,341,407422,"-","Clădire de cult","Turn-clopotniță","sec. XVIII","Patrimoniu religios",
1086,"CJ-II-a-B-07583","B",127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Ansamblul bisericii de lemn ""Sf. Arhangheli Mihail și Gavriil""",132,46.751792,24.050053,354,407423,"-","Clădire de cult","Biserică","1791, ref. sec. XIX","Patrimoniu religios",
1087,"CJ-II-m-B-07583.01","B",127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",132,46.751792,24.050053,354,407423,"-","Clădire de cult","Biserică",1791,"Patrimoniu religios",
1088,"CJ-II-m-B-07583.02","B",127,"CLUJ",58623,"comună","MOCIU",58669,"CRIȘENI","Clopotnița de lemn",132,46.751792,24.050053,354,407423,"-","Clădire de cult","Turn-clopotniță","sec. XIX","Patrimoniu religios",
699,"CJ-II-a-B-21097.07","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Moldovenești canton",,,,,407430,"-","Clădire pentru transport (gară, autogară ș.a.)",,,"Patrimoniul transporturilor",
1233,"CJ-II-m-B-07715","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Biserica unitariană",40,46.502061,23.659063,420,407430,"-","Clădire de cult","Biserică","sec. XVII - XVIII","Patrimoniu religios",
1234,"CJ-II-m-B-07716","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58730,"MOLDOVENEȘTI","Castelul Jósika",126,46.499843,23.661947,416,407430,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVI - XIX","Patrimoniu reprezentativ",
1011,"CJ-II-m-B-07521","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58749,"BăDENI","Biserica unitariană",37,46.498107,23.735469,399,407431,"-","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1012,"CJ-II-m-B-07522","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58749,"BăDENI","Biserica de lemn ""Sf. Nicolae""",75,46.489744,23.731511,430,407431,"-","Clădire de cult","Biserică",1765,"Patrimoniu religios",
1259,"CJ-II-m-B-07736","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58767,"PLăIEȘTI","Biserica unitariană",66,46.498715,23.71001,385,407433,"-","Clădire de cult","Biserică","sec. XV-XVIII","Patrimoniu religios",
1260,"CJ-II-m-B-07737","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58776,"PODENI","Biserica ""Sf. Arhangheli Mihail și Gavriil""",40,,,,407434,"-","Clădire de cult","Biserică",1663,"Patrimoniu religios",
1261,"CJ-II-m-B-07738","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58776,"PODENI","Biserica ""înălțarea Domnului""","Str. Principală 18",46.427929,23.643134,575,407434,"-","Clădire de cult","Biserică",1808,"Patrimoniu religios",
1290,"CJ-II-m-B-07765","B",127,"CLUJ",58721,"comună","MOLDOVENEȘTI",58785,"STEJERIȘ","Biserica reformată",150,46.46393,23.73513,357,407436,"-","Clădire de cult","Biserică",1714,"Patrimoniu religios",
1254,"CJ-II-a-B-07733","B",127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Ansamblul bisericii reformate",356,46.842418,23.983127,376,407450,"Stare medie","Clădire de cult","Biserică","sec. XV","Patrimoniu religios",
1255,"CJ-II-m-B-07733.01","B",127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Biserica reformată",356,46.842418,23.983127,376,407450,"Stare medie","Clădire de cult","Biserică","sec. XV","Patrimoniu religios",
1256,"CJ-II-m-B-07733.02","B",127,"CLUJ",58794,"comună","PĂLATCA",58801,"PĂLATCA","Clopotnița bisericii reformate",356,46.842418,23.983127,376,407450,"Stare medie","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX","Patrimoniu religios","Probabil alterată prin intervenții."
1014,"CJ-II-m-B-07524","B",127,"CLUJ",58794,"comună","PĂLATCA",58810,"BĂGACIU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",29,46.884271,23.9466,357,407451,"-","Clădire de cult","Biserică",1700,"Patrimoniu religios",
1236,"CJ-II-m-B-07745","B",127,"CLUJ",58794,"comună","PĂLATCA",58829,"MUREȘENII DE CÂMPIE","Biserica de lemn ""Sf. Petru""",153,46.892339,23.993166,309,407452,"Stare medie","Clădire de cult","Biserică",1774,"Patrimoniu religios","Soclu din beton armat placat cu piatră -imagine alterată."
1252,"CJ-II-m-B-07731","B",127,"CLUJ",58856,"comună","PANTICEU",58865,"PANTICEU","Biserica reformată",82,47.041522,23.55618,360,407445,"Pre-colaps","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1048,"CJ-II-m-B-07551","B",127,"CLUJ",58856,"comună","PANTICEU",58874,"CĂTĂLINA","Biserica de lemn ""înălțarea Sf. Cruci""",46,47.036548,23.503736,408,407446,"Stare medie","Clădire de cult","Biserică",1896,"Patrimoniu religios","Puternic alterată. Pereți tencuiți și învelitoare din tablă."
1089,"CJ-II-m-B-07584","B",127,"CLUJ",58856,"comună","PANTICEU",58883,"CUBLEȘU SOMEȘAN","Biserica reformată",104,47.051832,23.63081,377,407447,"Stare medie","Clădire de cult","Biserică",1774,"Patrimoniu religios",
1099,"CJ-II-m-B-07594","B",127,"CLUJ",58856,"comună","PANTICEU",58892,"DÂRJA","Biserica reformată",162,47.012321,23.589262,345,407448,"Stare medie","Clădire de cult","Biserică","sec. XIII -XV","Patrimoniu religios",
1202,"CJ-II-m-B-07689","B",127,"CLUJ",58918,"comună","PETREȘTII DE JOS",58954,"LIVADA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",,46.566825,23.589562,548,407458,"-","Clădire de cult","Biserică","1842 -1846","Patrimoniu religios",
1023,"CJ-II-m-B-07533","B",127,"CLUJ",59041,"comună","POIENI",59069,"BOLOGA","Cetatea Bologa",,46.880496,22.878069,548,407471,"Stare medie","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XIII -XV","Patrimoniu reprezentativ","În curs de restaurare."
1068,"CJ-II-m-B-07567","B",127,"CLUJ",59130,"comună","RECEA-CRISTUR",59176,"CIUBĂNCUȚA","Biserica de lemn ""Sf. Nicolae""",87,47.142213,23.550785,330,407483,"-","Clădire de cult","Biserică",1829,"Patrimoniu religios",
1251,"CJ-II-m-B-07730","B",127,"CLUJ",59130,"comună","RECEA-CRISTUR",59210,"OSOI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",18,47.149309,23.521388,372,407488,"-","Clădire de cult","Biserică",1800,"Patrimoniu religios",
1269,"CJ-II-m-B-07743","B",127,"CLUJ",59283,"comună","SĂCUIEU",59309,"ROGOJEL","Casă",16,,,,407496,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic rural",
1270,"CJ-II-m-B-07744","B",127,"CLUJ",59283,"comună","SĂCUIEU",59309,"ROGOJEL","Biserica ""Sf. Arhangheli Mihail și Gavriil""",296,,,,407496,"-","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1337,"CJ-II-m-B-07810","B",127,"CLUJ",59283,"comună","SĂCUIEU",59318,"VIȘAGU","Biserica de lemn",111,46.824549,22.82303,944,407497,"-","Clădire de cult","Biserică",1800,"Patrimoniu religios","Posibil colaps."
1122,"CJ-II-a-A-07614","A",127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Ansamblul bisericii ""Sf. Arhangheli Mihail și Gavriil""",120,46.678784,23.428394,533,407506,"Stare bună","Clădire de cult","Biserică",1758,"Patrimoniu religios",
1123,"CJ-II-m-A-07614.01","A",127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",120,46.678784,23.428394,533,407506,"Stare bună","Clădire de cult","Biserică",1758,"Patrimoniu religios",
1124,"CJ-II-m-A-07614.02","A",127,"CLUJ",59327,"comună","SĂVĂDISLA",59345,"FINIȘEL","Clopotnița de lemn",120,46.678784,23.428394,533,407506,"Stare bună","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX","Patrimoniu religios",
1278,"CJ-II-m-B-07753","B",127,"CLUJ",59327,"comună","SĂVĂDISLA",59336,"SĂVĂDISLA","Castelul Mikes, azi Sanatoriul TBC",347,46.673349,23.457654,493,407515,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XIX","Patrimoniu reprezentativ",
1292,"CJ-II-m-B-07767","B",127,"CLUJ",59327,"comună","SĂVĂDISLA",59381,"STOLNA","Biserica de lemn ""Cuvioasa Paraschiva"" și ""Sf. Nicolae""",47,46.707898,23.394065,495,407511,"-","Clădire de cult","Biserică",1730,"Patrimoniu religios",
1341,"CJ-II-m-B-07812","B",127,"CLUJ",59327,"comună","SĂVĂDISLA",59407,"VLAHA","Biserica romano - catolică",46,46.696461,23.452954,449,407513,"Stare bună","Clădire de cult","Biserică","sec. XIV","Patrimoniu religios",
1284,"CJ-II-m-A-07759","A",127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica reformată","Str. A doua 38",46.931428,23.898291,323,407540,"Stare bună","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1283,"CJ-II-m-B-07758","B",127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica de lemn",,46.927442,23.896079,321,407540,"Stare medie","Clădire de cult","Biserică","sec. XIX","Patrimoniu religios","Pereții bisericii par a fi din zidărie."
1285,"CJ-II-m-B-07760","B",127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica ""Sf. Arhangheli Mihail și Gavriil""","Str. A doua 475",46.942699,23.901819,307,407540,"Stare medie","Clădire de cult","Biserică","1731 - 1760","Patrimoniu religios",
1286,"CJ-II-m-B-07761","B",127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica mănăstirii franciscane","Str. întâia 123",46.935168,23.89827,342,407540,"Stare medie","Clădire de cult","Biserică","1758 - 1795","Patrimoniu religios",
1287,"CJ-II-m-B-07762","B",127,"CLUJ",59416,"comună","SIC",59425,"SIC","Biserica de lemn ""Sf. Ioan Gură de Aur""","Str. Sutâior 123",,,,407540,"-","Clădire de cult","Biserică",1707,"Patrimoniu religios","Clădirea nu mai există."
1280,"CJ-II-m-B-07755","B",127,"CLUJ",59434,"comună","SÂNCRAIU",59443,"SÂNCRAIU","Biserica reformată",308,46.828714,22.987874,590,407515,"Stare bună","Clădire de cult","Biserică","sec. XIII -XV","Patrimoniu religios",
1007,"CJ-II-m-B-07517","B",127,"CLUJ",59434,"comună","SÂNCRAIU",59452,"ALUNIȘU","Biserica reformată",68,46.830252,22.940309,636,407516,"Stare bună","Clădire de cult","Biserică","sec. XVIII-XIX","Patrimoniu religios",
1113,"CJ-II-m-B-07606","B",127,"CLUJ",59434,"comună","SÂNCRAIU",59470,"DOMOȘU","Biserica reformată",33,46.830456,23.023644,578,407518,"Stare bună","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1090,"CJ-II-m-B-07585","B",127,"CLUJ",59498,"comună","SÂNMARTIN",59522,"CUTCA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",165,47.033631,24.080918,533,407522,"-","Clădire de cult","Biserică",1720,"Patrimoniu religios",
1112,"CJ-II-m-B-07605","B",127,"CLUJ",59498,"comună","SÂNMARTIN",59531,"DIVICIORII MARI","Biserica reformată",149,46.98828,24.071338,312,407523,"-","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1279,"CJ-II-m-B-07754","B",127,"CLUJ",59498,"comună","SÂNMARTIN",59568,"SÂMBOIENI","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",32,47.030497,24.060873,365,407527,"-","Clădire de cult","Biserică",1753,"Patrimoniu religios",
1304,"CJ-II-m-B-07779","B",127,"CLUJ",59498,"comună","SÂNMARTIN",59577,"TÂRGUȘOR","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",70,,,,407528,"-","Clădire de cult","Biserică","sec. XVII","Patrimoniu religios",
1281,"CJ-II-m-B-07756","B",127,"CLUJ",59586,"comună","SÂNPAUL",59595,"SÂNPAUL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",138,46.869688,23.42001,424,407530,"Stare medie","Clădire de cult","Biserică",1722,"Patrimoniu religios",
1020,"CJ-II-m-B-07530","B",127,"CLUJ",59586,"comună","SÂNPAUL",59602,"BERINDU","Biserica de lemn ""înălțarea Domnului"" (din Deal)",154,46.93666,23.435146,465,407531,"-","Clădire de cult","Biserică",1752,"Patrimoniu religios",
1298,"CJ-II-m-B-07773","B",127,"CLUJ",59586,"comună","SÂNPAUL",59620,"SUMURDUCU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",48,46.871656,23.44907,447,407533,"-","Clădire de cult","Biserică",1715,"Patrimoniu religios",
1300,"CJ-II-m-B-07775","B",127,"CLUJ",59586,"comună","SÂNPAUL",59639,"ȘARDU","Ruinele bisericii reformate",64,46.859216,23.395859,413,407534,"Colaps","Clădire de cult","Biserică",1300,"Patrimoniu religios",
1301,"CJ-II-m-B-07776","B",127,"CLUJ",59586,"comună","SÂNPAUL",59639,"ȘARDU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",173,46.858001,23.393844,418,407534,"Stare medie","Clădire de cult","Biserică",1752,"Patrimoniu religios",
1296,"CJ-II-m-B-07771","B",127,"CLUJ",59657,"comună","SUATU",59666,"SUATU","Biserica unitariană",,46.773036,23.967843,350,407545,"Stare medie","Clădire de cult","Biserică","sec. XIV - XV","Patrimoniu religios",
1074,"CJ-II-m-B-07571","B",127,"CLUJ",59693,"comună","TRITENII DE JOS",59719,"CLAPA","Casa memorială a scriitorului Dan Pavel",359,,,,407551,"-","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","Patrimoniu domestic rural",
1228,"CJ-II-m-B-07710","B",127,"CLUJ",59764,"comună","TURENI",59817,"MICEȘTI","Biserica ""Pogorârea Sf. Duh""",200,46.643014,23.613202,582,407564,"-","Clădire de cult","Biserică",1794,"Patrimoniu religios",
1330,"CJ-II-m-B-07803","B",127,"CLUJ",59826,"comună","ȚAGA",59835,"ȚAGA","Castelul Wass",139,46.941885,24.049746,296,407565,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel","sec. XVIII","Patrimoniu reprezentativ",
1239,"CJ-II-m-B-07720","B",127,"CLUJ",59826,"comună","ȚAGA",59844,"NĂSAL","Biserica reformată",,46.943404,24.111977,299,407566,"Stare medie","Clădire de cult","Biserică","sec. XV","Patrimoniu religios","în curs de restaurare."
1240,"CJ-II-m-B-07721","B",127,"CLUJ",59826,"comună","ȚAGA",59844,"NĂSAL","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",138,46.945215,24.113056,323,407566,"Stare medie","Clădire de cult","Biserică","1804 -1808","Patrimoniu religios","Învelitoare originală înlocuită cu tablă."
1282,"CJ-II-m-B-07757","B",127,"CLUJ",59826,"comună","ȚAGA",59853,"SÂNTEJUDE","Biserica de lemn ""Sf. Dumitru""",155,46.925814,23.98584,338,407567,"-","Clădire de cult","Biserică",1701,"Patrimoniu religios","Învelitoare restaurată. Necesită lucrări suplimentare."
1331,"CJ-II-m-B-07804","B",127,"CLUJ",59880,"comună","UNGURAȘ",59899,"UNGURAȘ","Biserica reformată",354,47.111583,24.050924,282,407570,"-","Clădire de cult","Biserică","sec. XIV","Patrimoniu religios",
1332,"CJ-II-m-A-07805","A",127,"CLUJ",59942,"comună","VAD",59951,"VAD","Biserica ""Adormirea Maicii Domnului"" a mănăstirii Vadului",98,47.219178,23.741827,239,407575,"Stare bună","Clădire de cult","Biserică","sec. XV","Patrimoniu religios",
1040,"CJ-II-m-B-07542","B",127,"CLUJ",59942,"comună","VAD",59988,"CALNA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",63,47.177189,23.642637,345,407578,"-","Clădire de cult","Biserică",1671,"Patrimoniu religios",
1336,"CJ-II-m-B-07809","B",127,"CLUJ",60062,"comună","VIIȘOARA",60071,"VIIȘOARA","Biserica reformată",620,46.555178,23.904976,300,407590,"-","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
1013,"CJ-II-m-B-07523","B",127,"CLUJ",60099,"comună","VULTURENI",60124,"BĂDEȘTI","Biserica reformată",78,46.968777,23.634687,378,407597,"-","Clădire de cult","Biserică","sec. XIII - XVIII","Patrimoniu religios",
1062,"CJ-II-m-B-07561","B",127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica unitariană",39,46.981279,23.598078,411,407598,"Stare medie","Clădire de cult","Biserică",1902,"Patrimoniu religios",
1063,"CJ-II-m-B-07562","B",127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica reformată",76,46.979429,23.60134,411,407598,"Stare bună","Clădire de cult","Biserică","sec. XIII","Patrimoniu religios",
1064,"CJ-II-m-B-07563","B",127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica ""Sf. Ioan Nepomuk""",126,46.976775,23.599229,400,407598,"Stare medie","Clădire de cult","Biserică",1766,"Patrimoniu religios",
1065,"CJ-II-m-B-07564","B",127,"CLUJ",60099,"comună","VULTURENI",60133,"CHIDEA","Biserica de lemn ""Sf. Gheorghe""",139,46.978398,23.600169,405,407598,"Stare bună","Clădire de cult","Biserică",1761,"Patrimoniu religios",
1302,"CJ-II-m-B-07777","B",127,"CLUJ",60099,"comună","VULTURENI",60151,"ȘOIMENI","Moara Szabó",128,,,,407601,"-","Clădire cu alte funcțiuni","Moară",1750,"Patrimoniul preindustrial prelucrător",
1038,"CJ-II-m-B-07539","B",127,"CLUJ",60169,"comună","CIUCEA",57181,"BUCEA","Biserica de lemn ""Adormirea Maicii Domnului""",,46.949889,22.694242,389,407441,"-","Clădire de cult","Biserică",1791,"Patrimoniu religios","Comuna Negreni."
